CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
19296,MR.,JAKE,ZHENG,1969-01-04,S,M,jake17@adventure-works.com,"$20,000 ",0,Partial College,Manual,N
19300,MR.,CLARENCE,HU,1952-04-10,M,M,clarence13@adventure-works.com,"$10,000 ",3,Partial College,Manual,N
19301,MRS.,JAMIE,LIU,1952-03-01,M,F,jamie6@adventure-works.com,"$20,000 ",2,Partial College,Manual,Y
19302,MR.,BRAD,XIE,1951-08-11,S,M,brad3@adventure-works.com,"$10,000 ",3,Partial College,Manual,Y
19303,MR.,SYLVIA,SPENCER,1951-10-11,M,M,sylvia1@adventure-works.com,"$10,000 ",3,High School,Manual,N
19304,MRS.,SARA,NELSON,1953-07-10,S,F,sara35@adventure-works.com,"$10,000 ",2,High School,Manual,Y
19308,MRS.,CASEY,RAI,1968-04-18,M,F,casey19@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y
19309,MR.,FRANK,SUAREZ,1968-11-22,M,M,frank27@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y
19310,MS.,EVELYN,RAMAN,1968-04-16,M,F,evelyn13@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y
19312,MS.,VALERIE,ZHENG,1968-01-19,M,F,valerie21@adventure-works.com,"$40,000 ",0,Bachelors,Clerical,Y
19314,MR.,ALVIN,BECK,1967-03-16,S,M,alvin41@adventure-works.com,"$10,000 ",3,Partial High School,Manual,Y
19315,MR.,DEVON,SHARMA,1967-09-03,S,M,devon7@adventure-works.com,"$20,000 ",1,Partial College,Manual,N
19317,MRS.,SARA,SCOTT,1967-03-16,S,F,sara40@adventure-works.com,"$20,000 ",1,Partial College,Manual,N
19319,MR.,DARRYL,GUO,1967-02-02,S,M,darryl17@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,N
19320,MRS.,BETHANY,DENG,1966-11-03,S,F,bethany5@adventure-works.com,"$20,000 ",1,High School,Manual,N
19321,MR.,CLIFFORD,WEBER,1966-08-12,M,M,clifford4@adventure-works.com,"$20,000 ",1,High School,Manual,Y
19323,MR.,JEREMY,ROGERS,1967-03-13,M,M,jeremy45@adventure-works.com,"$40,000 ",0,Bachelors,Clerical,Y
19324,MS.,TANYA,BLANCO,1967-10-10,M,F,tanya12@adventure-works.com,"$40,000 ",0,Bachelors,Clerical,Y
19326,MR.,MARCUS,ROBINSON,1966-09-14,M,M,marcus19@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y
19328,MR.,SHAWN,XU,1965-03-13,S,M,shawn7@adventure-works.com,"$10,000 ",4,Partial High School,Manual,Y
19329,MRS.,NANCY,SRINI,1965-10-20,S,F,nancy11@adventure-works.com,"$20,000 ",2,High School,Manual,Y
19338,MS.,PAULA,DOMINGUEZ,1966-04-06,M,F,paula15@adventure-works.com,"$40,000 ",0,Bachelors,Professional,N
19339,MR.,LANCE,GOMEZ,1966-06-23,M,M,lance1@adventure-works.com,"$40,000 ",0,Bachelors,Professional,Y
19344,MRS.,MANDY,MA,1963-12-20,S,F,mandy17@adventure-works.com,"$30,000 ",2,Partial College,Clerical,Y
19345,MRS.,KAITLIN,PRASAD,1965-08-22,M,F,kaitlin9@adventure-works.com,"$30,000 ",2,Partial College,Clerical,N
19346,MRS.,DONNA,SHE,1965-10-15,M,F,donna1@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
19349,MR.,WARREN,ANAND,1964-08-12,S,M,warren13@adventure-works.com,"$30,000 ",2,Partial College,Clerical,Y
19351,MR.,EDGAR,VANCE,1963-04-22,S,M,edgar4@adventure-works.com,"$30,000 ",2,Partial College,Clerical,Y
19353,MRS.,DESIREE,GILL,1963-08-13,S,F,desiree10@adventure-works.com,"$30,000 ",3,Partial College,Clerical,Y
19355,MR.,DANNY,MUNOZ,1977-02-08,S,M,danny8@adventure-works.com,"$20,000 ",0,High School,Manual,N
19359,MR.,ROBERTO,TOWNSEND,1963-08-20,M,M,roberto12@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
19360,MRS.,JOANNA,HERNANDEZ,1963-04-04,M,F,joanna2@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
19363,MRS.,REGINA,RAMAN,1962-06-04,S,F,regina11@adventure-works.com,"$30,000 ",1,Partial College,Clerical,Y
19364,MR.,ALEJANDRO,NARA,1962-10-20,M,M,alejandro41@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
19366,MRS.,CHRISTY,BECK,1962-04-03,M,F,christy38@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
19369,MR.,CLIFFORD,SURI,1978-04-02,S,M,clifford0@adventure-works.com,"$30,000 ",4,Partial College,Clerical,Y
19373,MS.,REBEKAH,SURI,1976-09-12,S,F,rebekah0@adventure-works.com,"$20,000 ",0,High School,Manual,N
19381,MS.,BRANDI,ROMERO,1975-01-12,S,F,brandi9@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N
19383,MR.,ROGER,NATH,1973-03-03,S,M,roger46@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
19390,MR.,TERRANCE,PEREZ,1978-10-03,S,M,terrance19@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N
19391,MR.,SERGIO,RANA,1978-10-02,S,M,sergio11@adventure-works.com,"$30,000 ",0,High School,Manual,N
19396,MRS.,TAMMY,PRASAD,1960-03-11,S,F,tammy10@adventure-works.com,"$40,000 ",4,High School,Skilled Manual,Y
19400,MR.,GAVIN,HAYES,1967-03-11,S,M,gavin21@adventure-works.com,"$50,000 ",0,Partial College,Skilled Manual,Y
19402,MR.,JEREMIAH,SCOTT,1967-06-21,S,M,jeremiah17@adventure-works.com,"$60,000 ",0,Graduate Degree,Professional,Y
19404,MRS.,NICOLE,MOORE,1928-08-15,M,F,nicole8@adventure-works.com,"$10,000 ",4,High School,Skilled Manual,Y
19405,MRS.,ABIGAIL,SMITH,1960-08-20,M,F,abigail47@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
19408,MRS.,TAYLOR,RICHARDSON,1960-01-21,M,F,taylor12@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
19412,MR.,JAIME,CHANDER,1959-09-27,M,M,jaime38@adventure-works.com,"$80,000 ",1,Graduate Degree,Professional,Y
19415,MR.,DEVIN,COLLINS,1960-06-13,M,M,devin42@adventure-works.com,"$30,000 ",3,Bachelors,Clerical,Y
19417,MS.,ALEXIS,FOSTER,1959-10-08,M,F,alexis39@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,Y
19421,MR.,JAY,RANA,1970-09-09,S,M,jay18@adventure-works.com,"$10,000 ",1,High School,Manual,N
19424,MR.,TERRANCE,SMITH,1969-07-15,S,M,terrance6@adventure-works.com,"$10,000 ",2,High School,Manual,Y
19427,MR.,TROY,LOPEZ,1970-03-12,S,M,troy18@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,Y
19430,MRS.,SHARON,GOEL,1920-07-13,M,F,sharon25@adventure-works.com,"$20,000 ",2,Bachelors,Clerical,Y
19437,MS.,KELSEY,RAI,1969-05-25,S,F,kelsey16@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y
19438,MS.,SHANNON,HU,1969-09-20,M,F,shannon19@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y
19439,MR.,FRANKLIN,XU,1969-03-14,S,M,franklin11@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y
19440,MS.,ALICIA,SHARMA,1969-06-25,M,F,alicia7@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y
19444,MRS.,KAYLA,THOMAS,1968-03-03,M,F,kayla11@adventure-works.com,"$10,000 ",2,High School,Manual,N
19447,MS.,YOLANDA,SIMPSON,1968-06-22,M,F,yolanda2@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y
19448,MRS.,MEAGAN,FERNANDEZ,1967-03-07,S,F,meagan15@adventure-works.com,"$20,000 ",1,Partial College,Manual,N
19449,MR.,NUAN,YUAN,1926-08-13,M,M,nuan4@adventure-works.com,"$10,000 ",4,High School,Manual,N
19452,MR.,JACOB,ANDERSON,1967-06-20,M,M,jacob9@adventure-works.com,"$40,000 ",0,Bachelors,Clerical,Y
19453,MS.,VERONICA,RANA,1967-05-11,M,F,veronica12@adventure-works.com,"$40,000 ",0,Bachelors,Clerical,Y
19454,MR.,ROGER,SHARMA,1967-08-17,M,M,roger37@adventure-works.com,"$40,000 ",0,Bachelors,Clerical,Y
19457,MRS.,JENNIFER,WILLIAMS,1927-07-20,S,F,jennifer30@adventure-works.com,"$30,000 ",1,Partial College,Manual,Y
19464,MR.,TYRONE,ALONSO,1929-11-08,M,M,tyrone8@adventure-works.com,"$10,000 ",4,High School,Manual,N
19466,MRS.,MORGAN,LOPEZ,1964-01-21,M,F,morgan18@adventure-works.com,"$10,000 ",3,Partial High School,Manual,N
19467,MRS.,KRISTA,ALVAREZ,1964-04-11,S,F,krista5@adventure-works.com,"$20,000 ",3,High School,Manual,Y
19474,MS.,JENNY,LUO,1966-10-05,S,F,jenny29@adventure-works.com,"$40,000 ",0,Bachelors,Professional,Y
19475,MS.,MANDY,YE,1966-03-03,M,F,mandy11@adventure-works.com,"$40,000 ",0,Bachelors,Professional,N
19477,MR.,LANCE,RUBIO,1966-08-22,M,M,lance21@adventure-works.com,"$40,000 ",0,Bachelors,Professional,Y
19479,MRS.,JESSICA,GRAY,1963-06-08,S,F,jessica18@adventure-works.com,"$20,000 ",4,High School,Manual,Y
19480,MRS.,LISA,ZENG,1962-10-11,M,F,lisa25@adventure-works.com,"$30,000 ",1,Partial College,Clerical,Y
19481,MR.,DARREN,SUAREZ,1962-05-15,M,M,darren42@adventure-works.com,"$30,000 ",1,Partial College,Clerical,Y
19484,MR.,WILLIE,LIANG,1965-02-26,M,M,willie15@adventure-works.com,"$30,000 ",2,Partial College,Clerical,N
19487,MR.,DWAYNE,GUTIERREZ,1964-07-14,M,M,dwayne10@adventure-works.com,"$30,000 ",2,Partial College,Clerical,N
19489,MRS.,ALEXANDRA,PATTERSON,1964-02-06,S,F,alexandra33@adventure-works.com,"$30,000 ",2,Partial College,Clerical,Y
19494,MR.,SERGIO,MARTINEZ,1979-03-20,S,M,sergio18@adventure-works.com,"$20,000 ",4,High School,Manual,Y
19497,MR.,RAUL,SHE,1979-04-26,S,M,raul1@adventure-works.com,"$30,000 ",3,Partial College,Clerical,Y
19498,MRS.,CHRISTY,WANG,1979-02-03,S,F,christy1@adventure-works.com,"$30,000 ",3,Partial College,Clerical,Y
19502,MRS.,FELICIA,CARLSON,1962-02-03,M,F,felicia17@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
19504,MR.,DOMINIC,GARCIA,1962-08-13,M,M,dominic15@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
19510,MS.,RENEE,TORRES,1976-05-19,S,F,renee11@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N
19512,MR.,MARCO,KAPOOR,1976-07-11,M,M,marco1@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N
19516,MS.,KAITLYN,GRIFFIN,1975-01-09,S,F,kaitlyn88@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N
19518,MR.,CLIFFORD,ARUN,1975-01-10,S,M,clifford7@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N
19520,MS.,KARI,MU�OZ,1973-02-20,M,F,kari27@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
19527,MR.,GABRIEL,ADAMS,1967-06-16,S,M,gabriel47@adventure-works.com,"$50,000 ",0,Partial College,Skilled Manual,N
19536,MRS.,BROOKE,COOPER,1960-05-10,M,F,brooke15@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
19537,MRS.,MICHELLE,BROOKS,1960-10-05,M,F,michelle3@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
19542,MR.,ROBERT,ALLEN,1959-07-21,M,M,robert88@adventure-works.com,"$70,000 ",1,Graduate Degree,Professional,Y
19543,MR.,EVAN,TORRES,1959-07-11,M,M,evan4@adventure-works.com,"$70,000 ",5,Graduate Degree,Professional,N
19551,MR.,SAMUEL,ALEXANDER,1958-02-02,M,M,samuel18@adventure-works.com,"$70,000 ",5,Graduate Degree,Professional,Y
19554,MR.,EMMANUEL,RAMAN,1958-10-06,S,M,emmanuel11@adventure-works.com,"$70,000 ",5,Bachelors,Professional,Y
19555,MR.,ALEJANDRO,LIU,1969-01-21,M,M,alejandro6@adventure-works.com,"$90,000 ",1,Graduate Degree,Management,N
19562,MRS.,LEAH,GUO,1968-09-22,S,F,leah14@adventure-works.com,"$60,000 ",2,Bachelors,Professional,Y
19563,MRS.,ROBIN,MORENO,1968-10-16,M,F,robin3@adventure-works.com,"$60,000 ",2,Bachelors,Professional,Y
19565,MRS.,PATRICIA,SAUNDERS,1968-02-07,M,F,patricia14@adventure-works.com,"$60,000 ",2,Bachelors,Professional,Y
19574,MRS.,MICHELE,RAMOS,1966-02-10,S,F,michele51@adventure-works.com,"$80,000 ",5,Graduate Degree,Management,Y
19578,MR.,MAX,RUBIO,1965-08-14,M,M,max19@adventure-works.com,"$60,000 ",3,Bachelors,Professional,Y
19580,MR.,EDDIE,SANZ,1965-09-04,M,M,eddie20@adventure-works.com,"$60,000 ",3,Bachelors,Professional,Y
19581,MR.,TODD,MA,1965-02-08,M,M,todd15@adventure-works.com,"$70,000 ",5,Bachelors,Professional,Y
19582,MRS.,BETHANY,LUO,1968-09-25,S,F,bethany9@adventure-works.com,"$70,000 ",5,Bachelors,Professional,Y
19585,MS.,KRISTI,FERNANDEZ,1968-11-14,S,F,kristi33@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
19587,MRS.,ALYSSA,MARTIN,1968-06-27,M,F,alyssa14@adventure-works.com,"$80,000 ",5,Bachelors,Professional,Y
19589,MR.,JAKE,HUANG,1964-09-07,M,M,jake6@adventure-works.com,"$60,000 ",3,Bachelors,Professional,Y
19591,MR.,DEREK,RAJI,1964-03-03,S,M,derek19@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
19592,MRS.,TARA,XU,1963-02-25,S,F,tara5@adventure-works.com,"$60,000 ",3,Bachelors,Professional,N
19596,MR.,ALLEN,FERNANDEZ,1963-05-11,S,M,allen14@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
19599,MR.,ALVIN,JAI,1961-02-04,M,M,alvin33@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,N
19604,MS.,WENDY,BLANCO,1966-09-06,S,F,wendy14@adventure-works.com,"$110,000 ",0,Graduate Degree,Management,N
19605,MR.,BRAD,SHAN,1960-11-27,M,M,brad10@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
19614,MR.,WYATT,WILLIAMS,1963-08-04,S,M,wyatt2@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
19615,MR.,FRANKLIN,SUN,1962-12-03,S,M,franklin12@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
19617,MR.,KEITH,NATH,1962-03-16,M,M,keith22@adventure-works.com,"$70,000 ",5,Bachelors,Professional,Y
19619,MR.,EDUARDO,MORRIS,1962-11-11,M,M,eduardo85@adventure-works.com,"$70,000 ",5,Partial College,Skilled Manual,Y
19626,MR.,BRADLEY,ANAND,1960-10-08,M,M,bradley24@adventure-works.com,"$70,000 ",5,Partial College,Skilled Manual,Y
19627,MRS.,KARI,BLANCO,1960-02-04,M,F,kari36@adventure-works.com,"$70,000 ",5,Partial College,Skilled Manual,Y
19628,MRS.,HOLLY,MARTINEZ,1956-11-07,S,F,holly17@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,N
19629,MRS.,THERESA,CARLSON,1956-02-14,M,F,theresa14@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,Y
19632,MR.,LAWRENCE,VAZQUEZ,1949-10-23,S,M,lawrence13@adventure-works.com,"$10,000 ",2,High School,Skilled Manual,Y
19634,MR.,GREGORY,NATH,1975-04-11,M,M,gregory22@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y
19635,MS.,DAWN,SHAN,1976-10-28,S,F,dawn34@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y
19637,MR.,EDUARDO,LONG,1976-07-07,S,M,eduardo54@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N
19639,MR.,VICTOR,GILL,1980-03-15,S,M,victor14@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,Y
19642,MS.,KAYLEE,EVANS,1979-03-09,S,F,kaylee20@adventure-works.com,"$30,000 ",0,Partial High School,Clerical,N
19643,MS.,JACQUELINE,WATSON,1978-12-23,M,F,jacqueline24@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y
19646,MR.,IAN,LEE,1979-07-05,S,M,ian20@adventure-works.com,"$30,000 ",0,Partial High School,Clerical,N
19647,MS.,HAILEY,SANDERS,1979-10-18,S,F,hailey20@adventure-works.com,"$30,000 ",0,Partial High School,Clerical,N
19648,MS.,LAUREN,HALL,1979-10-04,S,F,lauren42@adventure-works.com,"$30,000 ",0,Partial High School,Clerical,Y
19650,MRS.,SABRINA,SANZ,1939-04-27,M,F,sabrina14@adventure-works.com,"$30,000 ",2,Partial College,Clerical,N
19653,MRS.,TINA,GONZALEZ,1942-03-15,M,F,tina20@adventure-works.com,"$50,000 ",2,Graduate Degree,Management,Y
19659,MR.,WYATT,ROBINSON,1963-11-22,S,M,wyatt19@adventure-works.com,"$70,000 ",0,Partial College,Skilled Manual,N
19661,MR.,NATHANIEL,COX,1968-02-25,S,M,nathaniel11@adventure-works.com,"$90,000 ",4,Bachelors,Management,Y
19666,MRS.,HAILEY,ALEXANDER,1944-12-06,M,F,hailey39@adventure-works.com,"$10,000 ",5,High School,Skilled Manual,Y
19671,MR.,MICHAEL,DAVIS,1978-07-02,M,M,michael37@adventure-works.com,"$60,000 ",0,Partial College,Skilled Manual,Y
19672,MRS.,ROSA,ZHAO,1945-06-16,M,F,rosa11@adventure-works.com,"$10,000 ",2,Partial High School,Clerical,Y
19675,MR.,DWAYNE,GILL,1946-03-10,M,M,dwayne13@adventure-works.com,"$20,000 ",4,High School,Skilled Manual,Y
19676,MRS.,DIANA,GUTIERREZ,1946-09-15,M,F,diana10@adventure-works.com,"$20,000 ",4,High School,Skilled Manual,N
19680,MRS.,JAN,KING,1971-12-03,M,F,jan16@adventure-works.com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y
19681,MRS.,MORGAN,KING,1972-09-09,M,F,morgan16@adventure-works.com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y
19682,MR.,ERIC,KUMAR,1972-08-07,M,M,eric36@adventure-works.com,"$50,000 ",1,Bachelors,Skilled Manual,Y
19686,MR.,CHARLES,HERNANDEZ,1964-06-21,M,M,charles30@adventure-works.com,"$130,000 ",2,Graduate Degree,Management,Y
19688,MR.,TIMOTHY,BAKER,1956-02-12,M,M,timothy33@adventure-works.com,"$70,000 ",4,Partial College,Professional,N
19689,MRS.,ELIZABETH,GONZALES,1956-03-11,S,F,elizabeth45@adventure-works.com,"$90,000 ",2,Partial College,Professional,Y
19693,MRS.,KAYLA,FOSTER,1962-12-28,M,F,kayla40@adventure-works.com,"$80,000 ",5,Partial College,Professional,Y
19694,MRS.,STEPHANIE,PEREZ,1962-09-14,M,F,stephanie57@adventure-works.com,"$100,000 ",1,Partial College,Professional,Y
19695,MR.,ANGEL,GONZALEZ,1962-12-18,M,M,angel31@adventure-works.com,"$100,000 ",1,Partial College,Professional,Y
19696,MR.,ADAM,PATTERSON,1962-02-09,M,M,adam8@adventure-works.com,"$120,000 ",1,Partial College,Professional,Y
19698,MRS.,STEPHANIE,BARNES,1962-05-02,M,F,stephanie30@adventure-works.com,"$130,000 ",1,Bachelors,Management,Y
19700,MR.,GABRIEL,HALL,1961-07-13,M,M,gabriel52@adventure-works.com,"$110,000 ",1,Partial College,Professional,Y
19704,MR.,NATHAN,COLLINS,1955-06-26,M,M,nathan32@adventure-works.com,"$60,000 ",2,High School,Professional,N
19707,MR.,COLE,COOPER,1954-07-23,M,M,cole10@adventure-works.com,"$80,000 ",2,Partial High School,Skilled Manual,Y
19710,MRS.,ARIANNA,GONZALES,1960-10-07,S,F,arianna15@adventure-works.com,"$80,000 ",5,Partial College,Professional,Y
19714,MRS.,ANGELA,PRICE,1960-03-27,S,F,angela2@adventure-works.com,"$120,000 ",1,High School,Professional,Y
19715,MR.,ELIJAH,PARKER,1960-06-07,M,M,elijah28@adventure-works.com,"$120,000 ",1,High School,Professional,N
19716,MR.,LOGAN,MARTIN,1954-04-26,S,M,logan66@adventure-works.com,"$60,000 ",3,Partial High School,Skilled Manual,Y
19718,MRS.,TAYLOR,BUTLER,1954-05-13,M,F,taylor39@adventure-works.com,"$70,000 ",3,High School,Professional,Y
19720,MRS.,KAITLYN,PHILLIPS,1953-09-21,M,F,kaitlyn4@adventure-works.com,"$70,000 ",3,Graduate Degree,Management,Y
19725,MRS.,ALEXANDRIA,RAMIREZ,1952-10-04,M,F,alexandria30@adventure-works.com,"$40,000 ",3,Partial College,Professional,N
19728,MR.,WYATT,EDWARDS,1938-10-11,M,M,wyatt47@adventure-works.com,"$60,000 ",3,Graduate Degree,Management,Y
19732,MR.,KYLE,HILL,1939-05-18,S,M,kyle41@adventure-works.com,"$60,000 ",3,Graduate Degree,Management,Y
19733,MRS.,CAITLIN,WATSON,1939-10-21,M,F,caitlin0@adventure-works.com,"$60,000 ",3,Graduate Degree,Management,Y
19734,MRS.,NATALIE,WEISMAN,1939-06-11,M,F,natalie80@adventure-works.com,"$60,000 ",3,Graduate Degree,Management,Y
19735,MRS.,MACKENZIE,REED,1939-10-14,M,F,mackenzie19@adventure-works.com,"$70,000 ",5,Graduate Degree,Management,Y
19738,MR.,HENRY,MARTINEZ,1940-07-25,M,M,henry19@adventure-works.com,"$70,000 ",5,Graduate Degree,Management,N
19741,MRS.,MAR�A,RIVERA,1940-11-21,S,F,mar�a10@adventure-works.com,"$80,000 ",4,Graduate Degree,Management,Y
19745,MRS.,KAYLA,SIMMONS,1941-09-18,M,F,kayla39@adventure-works.com,"$60,000 ",3,Graduate Degree,Management,Y
19746,MRS.,STEPHANIE,SANDERS,1941-08-21,M,F,stephanie27@adventure-works.com,"$70,000 ",5,Graduate Degree,Management,Y
19749,MS.,NATALIE,JACKSON,1978-09-16,S,F,natalie79@adventure-works.com,"$70,000 ",0,Partial College,Skilled Manual,N
19753,MRS.,LISA,GAO,1948-05-21,M,F,lisa18@adventure-works.com,"$20,000 ",4,High School,Skilled Manual,N
19754,MR.,FRANCISCO,RANA,1977-07-22,S,M,francisco12@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,N
19758,MR.,ALEX,WRIGHT,1976-12-25,S,M,alex50@adventure-works.com,"$60,000 ",0,Partial College,Skilled Manual,N
19762,MR.,WARREN,MA,1950-06-24,S,M,warren30@adventure-works.com,"$20,000 ",2,Partial High School,Clerical,Y
19767,MR.,ROSS,SERRANO,1980-02-14,S,M,ross34@adventure-works.com,"$40,000 ",0,Partial High School,Clerical,N
19768,MR.,CHRISTOPHER,JACKSON,1980-10-16,S,M,christopher12@adventure-works.com,"$40,000 ",0,Partial High School,Clerical,N
19776,MS.,JUDITH,MURPHY,1975-05-22,M,F,judith6@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y
19782,MR.,DEREK,SHAN,1955-04-18,S,M,derek9@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,N
19789,MRS.,GLORIA,MUNOZ,1956-04-10,M,F,gloria7@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,Y
19794,MR.,DANNY,ORTEGA,1957-11-12,S,M,danny23@adventure-works.com,"$70,000 ",2,High School,Professional,Y
19795,MR.,CASEY,NAVARRO,1958-01-13,M,M,casey33@adventure-works.com,"$100,000 ",1,Bachelors,Management,Y
19799,MR.,AUSTIN,TAYLOR,1973-06-17,S,M,austin46@adventure-works.com,"$80,000 ",0,Bachelors,Management,Y
19804,MR.,CAMERON,FOSTER,1974-08-17,S,M,cameron11@adventure-works.com,"$60,000 ",0,Partial College,Professional,N
19806,MS.,NANCY,PEREZ,1974-02-22,S,F,nancy24@adventure-works.com,"$60,000 ",0,Partial College,Professional,Y
19807,null,SHANNON,ZHAO,1959-04-24,M,NA,shannon11@adventure-works.com,"$110,000 ",1,Bachelors,Management,Y
19808,MS.,BROOKE,KELLY,1966-01-26,M,F,brooke2@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,Y
19809,MR.,ERIC,SHARMA,1966-10-24,M,M,eric38@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,Y
19812,MRS.,SYDNEY,MORGAN,1957-08-17,S,F,sydney6@adventure-works.com,"$70,000 ",2,Partial College,Professional,Y
19818,MRS.,BRIANNA,ANDERSON,1956-01-18,M,F,brianna8@adventure-works.com,"$60,000 ",2,High School,Professional,N
19819,MR.,ANDREW,BROWN,1956-05-12,M,M,andrew13@adventure-works.com,"$60,000 ",2,High School,Professional,N
19820,MRS.,ALEXANDRA,COLEMAN,1956-03-03,M,F,alexandra29@adventure-works.com,"$60,000 ",2,High School,Professional,N
19822,MR.,CARLOS,ADAMS,1965-01-27,M,M,carlos42@adventure-works.com,"$90,000 ",4,Partial College,Professional,Y
19823,MRS.,ABIGAIL,FOSTER,1965-10-27,M,F,abigail41@adventure-works.com,"$90,000 ",4,Partial College,Professional,Y
19824,MR.,JORDAN,PERRY,1965-05-16,S,M,jordan4@adventure-works.com,"$90,000 ",5,Partial College,Professional,Y
19830,MRS.,GABRIELLE,LONG,1962-12-24,S,F,gabrielle32@adventure-works.com,"$70,000 ",1,Bachelors,Professional,Y
19836,MR.,KEVIN,JAI,1942-08-05,M,M,kevin35@adventure-works.com,"$60,000 ",3,Graduate Degree,Management,N
19844,MRS.,EMMA,MURPHY,1943-09-03,M,F,emma32@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y
19845,MR.,FERNANDO,HERNANDEZ,1943-02-08,M,M,fernando24@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y
19847,MR.,BRENDAN,ANAND,1943-02-26,S,M,brendan20@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y
19849,MR.,JORGE,WU,1944-04-15,M,M,jorge8@adventure-works.com,"$40,000 ",4,High School,Professional,N
19857,MRS.,MEGAN,ROGERS,1946-09-13,S,F,megan30@adventure-works.com,"$60,000 ",4,Bachelors,Management,Y
19858,MRS.,JENNA,COLLINS,1946-10-23,M,F,jenna2@adventure-works.com,"$60,000 ",4,Bachelors,Management,Y
19864,MR.,ISAIAH,BROOKS,1948-12-17,M,M,isaiah1@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y
19868,MR.,KYLE,JENKINS,1948-12-24,S,M,kyle2@adventure-works.com,"$60,000 ",2,Bachelors,Management,Y
19870,MR.,JAMES,MARTIN,1949-10-17,M,M,james87@adventure-works.com,"$40,000 ",2,Partial High School,Skilled Manual,Y
19871,MR.,BRYCE,RIVERA,1949-03-17,S,M,bryce16@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y
19872,MRS.,FAITH,FOSTER,1950-03-26,M,F,faith15@adventure-works.com,"$40,000 ",2,Partial High School,Skilled Manual,N
19876,MR.,NATHAN,EDWARDS,1950-06-13,M,M,nathan31@adventure-works.com,"$60,000 ",2,Partial College,Professional,N
19881,MR.,AIDAN,LONG,1950-04-21,M,M,aidan10@adventure-works.com,"$80,000 ",3,Bachelors,Management,Y
